,id,age.cat,age.reps,methylation,meth_adjust,kay.code,darting.date,sex,reproductive.status,mass,glucose.green,glucose.red,pcv,wbc,rbc,total.solids,first.seen,den.grad,disappeared,mom,birthdate,number.littermates,litrank,mortality.source,death.date,weaned,clan,park,mom.absrank,mom.strank,mom.strank.quart,mom.strank.quart.order,hum.pres,lit.size,age.mon,rank_year,samp_year,dna_extrct_mth,absrank,strank,strank.quart,strank.quart.order,prim.prey.3.6,prim.prey.6.9,prim.prey.birth.3,prim.prey.gest,prim.prey.peri.concpt,num.transects.3.6,num.transects.6.9,num.transects.birth.3,num.transects.gest,num.transects.peri.concpt,samp_year_cnt
300,whh,adult,1,76.77065617,76.75188851,248,7/24/01,f,bado,55,55,56,41.24,21475,5950000,8,5/29/98,10/2/98,10/22/04,nav,2/28/98,0,NA,NA,10/15/04,1/3/99,talek,tk,14,-0.083333333,Q2,2,low,single,40.8,1998,2001,old,12,-0.294117647,Q1 (lowest),1,2.093329669,2.581476124,0.123036522,-0.30542005,-0.58906931,12,12,10,12,12,-5.25625
301,whh,cub,1,73.88443073,73.87174982,248,2/22/99,f,bado,30,70,68,NA,NA,NA,NA,5/29/98,10/2/98,10/22/04,nav,2/28/98,0,NA,NA,10/15/04,1/3/99,talek,tk,14,-0.083333333,Q2,2,low,single,11.8,1998,1999,old,NA,NA,NA,NA,2.093329669,2.581476124,0.123036522,-0.30542005,-0.58906931,12,12,10,12,12,-7.25625
302,whi,subadult,1,75.6086805,75.61196814,309,3/27/01,m,bado,28.9,71,69,41.3,NA,NA,6.4,4/17/00,9/9/00,11/7/03,hg,3/24/00,1,1,NA,NA,6/22/01,talek,tk,10,0.25,Q2,2,med,twin,12.1,2000,2001,old,NA,NA,NA,NA,-0.921826769,-0.575011072,2.372057316,-0.248529216,-1.185507918,12,10,12,12,12,-5.25625
316,zim,cub,1,76.58965334,76.58469632,283,11/7/99,f,bado,32.3,65,65,41,NA,NA,NA,1/7/99,8/4/99,12/12/02,cr,11/29/98,1,1,NA,NA,2/23/00,talek,tk,16,-0.25,Q2,2,low,twin,11.3,1998,1999,old,NA,NA,NA,NA,-0.423677624,0.601186308,-0.455229555,2.831308515,1.541068578,12,12,12,12,12,-7.25625
318,ziti,adult,1,77.38547777,77.38633712,848,6/5/13,m,ok,47.2,77,78,41.69,NA,NA,NA,6/9/10,11/12/10,NA,guci,4/3/10,1,2,NA,NA,7/14/11,talek,NA,14,0.037037037,Q2,2,hi,twin,38.1,2010,2013,old,NA,NA,NA,NA,1.305482587,0.08909754,1.558392271,-0.166599052,-0.572028207,15,21,20,18,15,6.74375
319,ziti,subadult,1,76.95339418,76.9382089,848,4/27/11,m,bado,25.4,57,55,39.8,NA,NA,6,6/9/10,11/12/10,NA,guci,4/3/10,1,2,NA,NA,7/14/11,talek,NA,14,0.037037037,Q2,2,hi,twin,12.8,2010,2011,old,NA,NA,NA,NA,1.305482587,0.08909754,1.558392271,-0.166599052,-0.572028207,15,21,20,18,15,4.74375
7,ali,adult,2,76.31059415,76.27785803,253,1/30/04,f,"pregnant, see comments",58.33,62,63,39.525,NA,NA,7.4,9/7/97,8/18/98,6/11/17,bb,8/4/97,1,1,NA,NA,6/21/98,talek,tk,7,0.52,Q3,3,low,twin,77.8,1997,2001,old,5,0.529411765,Q3,3,-0.322734717,-0.288824566,-0.36072632,0.753964593,-0.194433238,12,10,12,12,12,-5.25625
8,ali,subadult,1,76.63070309,76.59988573,253,4/26/99,f,bado,35,56,58,NA,NA,NA,NA,9/7/97,8/18/98,6/11/17,bb,8/4/97,1,1,NA,NA,6/21/98,talek,tk,7,0.52,Q3,3,low,twin,20.7,1997,1999,old,NA,NA,NA,NA,-0.322734717,-0.288824566,-0.36072632,0.753964593,-0.194433238,12,10,12,12,12,-7.25625
10,alum,cub,1,74.25417095,74.32648831,730,4/28/04,m,bado,19.6,63,63,33.8,NA,NA,6.1,9/23/03,3/3/04,4/26/08,ath,7/26/03,NA,NA,NA,NA,3/16/04,talek,tk,4,0.538461538,Q3,3,med,NA,9.1,2003,2004,old,NA,NA,NA,NA,-0.525441206,-1.0250154,-0.144384203,-1.074827144,-1.212158666,12,12,12,12,10,-2.25625
14,aqua,adult,1,74.34208327,74.37182542,737,10/18/08,f,NA,44.6,61,64,35.4,NA,NA,7.2,6/7/06,12/1/06,NA,mos,4/17/06,1,2,NA,NA,11/8/06,talek,NA,4,0.625,Q3,3,med,twin,30.1,2006,2008,old,NA,NA,NA,NA,-0.10476369,-0.95112081,-0.434402396,-0.571804867,-1.256204755,15,11,18,21,17,1.74375
40,blue,subadult,1,78.94405899,78.94514365,433,7/7/09,f,bado,41.6,68,62,33.32,NA,NA,6.9,5/11/08,10/7/08,6/30/12,mos,2/20/08,1,NA,NA,NA,1/22/09,talek,NA,4,0.625,Q3,3,med,NA,16.5,2008,2009,old,NA,NA,NA,NA,0.200372574,-0.030083894,0.340237759,-0.687953697,0.180493641,17,13,16,14,17,2.74375
44,bnt,subadult,1,78.96434121,78.84948423,690,5/7/13,f,bado,36.8,NA,NA,38.37,NA,NA,NA,2/4/12,7/21/12,NA,mono,9/25/11,0,NA,NA,NA,9/20/12,talek,NA,12,0.333333333,Q3,3,hi,single,19.4,2011,2013,old,NA,NA,NA,NA,-0.101699841,-0.900083182,0.14283534,0.090843147,-0.73859538,18,13,16,14,15,6.74375
45,boa,cub,1,72.99070767,72.99661067,705,7/9/02,m,bado,22.1,72,79,33.1,NA,NA,6.6,8/18/01,1/23/02,7/29/04,ali,7/19/01,0,NA,NA,NA,11/8/02,talek,tk,5,0.529411765,Q3,3,med,single,11.7,2001,2002,old,NA,NA,NA,NA,-0.488921211,0.100255779,0.719422228,0.69099804,0.262345202,8,12,12,12,12,-4.25625
48,brgr,adult,1,76.31810685,76.31082057,659,6/3/15,f,lactating,58.8,0,0,38.96,NA,NA,NA,3/8/12,9/19/12,NA,cen,10/30/11,1,1,NA,NA,12/11/12,talek,NA,7,0.636363636,Q3,3,hi,twin,43.1,2011,2015,old,NA,NA,NA,NA,-0.408289986,-0.506120106,0.290382747,-0.050239807,-0.32192119,16,16,18,14,13,8.74375
49,brgr,subadult,1,76.19953208,76.19867273,659,5/28/13,f,bado,39.8,61,NA,21.52,NA,NA,NA,3/8/12,9/19/12,NA,cen,10/30/11,1,1,NA,NA,12/11/12,talek,NA,7,0.636363636,Q3,3,hi,twin,18.9,2011,2013,old,NA,NA,NA,NA,-0.408289986,-0.506120106,0.290382747,-0.050239807,-0.32192119,16,16,18,14,13,6.74375
52,bsp,subadult,1,75.90787513,75.91035364,302,5/28/00,f,bado,24,71,67,36,5800,4695000,6.6,5/1/99,12/18/99,5/8/01,mp,4/24/99,1,2,NA,NA,3/2/00,talek,tk,8,0.363636364,Q3,3,low,twin,13.1,1999,2000,old,NA,NA,NA,NA,0.081857587,-0.862030727,0.208636147,-0.386061425,0.166248756,12,12,12,12,12,-6.25625
71,cida,subadult,1,77.52583,77.52254236,729,7/30/05,m,bado,35.8,71,66,33.8,NA,NA,7.8,9/5/03,NA,8/3/06,coo,8/7/03,NA,NA,NA,NA,NA,talek,NA,4,0.538461538,Q3,3,med,NA,23.8,2003,2005,old,NA,NA,NA,NA,-1.545539042,-1.092187997,0.740509727,-0.995842783,-1.166871032,12,12,12,12,11,-1.25625
78,coo,adult,1,75.90861592,75.89374485,272,2/26/02,f,pregnant,48.6,54,59,43.1,20775,9550000,7.2,1/5/99,7/22/99,12/7/05,kip,12/3/98,1,1,croc?,12/6/05,NA,talek,tk,6,0.583333333,Q3,3,low,twin,38.8,1998,2002,old,4,0.5,Q3,3,-0.014161276,0.316353668,-0.711403614,1.273714827,3.548843657,12,12,12,12,12,-4.25625
85,cuj,subadult,1,66.05127515,66.03218062,251,5/11/99,m,bado,34.9,60,56,NA,NA,NA,NA,7/15/97,3/18/98,6/3/01,kip,7/9/97,1,2,NA,NA,8/6/98,talek,tk,6,0.6,Q3,3,low,twin,22,1997,1999,old,NA,NA,NA,NA,-0.5730403,-0.425148488,0.737385653,0.082873696,-0.015053205,12,12,12,12,12,-7.25625
86,cy,subadult,1,74.53961831,74.54214318,610,5/27/12,m,bado,35.2,60,NA,37.45,NA,NA,6.8,1/22/11,5/25/11,10/22/13,aqua,10/30/10,1,1,NA,NA,8/9/11,talek,tk,9,0.407407407,Q3,3,hi,twin,18.9,2010,2012,old,NA,NA,NA,NA,-0.63787355,-0.350685841,-0.388686781,1.076372284,1.062319852,9,13,15,21,17,5.74375
91,deb,cub,1,78.31702342,78.31608409,171,7/24/96,f,bado,20,NA,NA,NA,NA,NA,NA,12/29/95,6/25/96,8/12/96,dj,11/9/95,1,1,NA,NA,NA,talek,tk,7,0.555555556,Q3,3,low,twin,8.5,1995,1996,old,NA,NA,NA,NA,1.669533593,3.859838337,-0.419302705,-0.319780842,1.399486481,10,12,12,12,12,-10.25625
102,dth,adult,1,80.55808693,80.53097036,606,5/3/11,m,bado,48.8,52,52,37.1,NA,NA,6.7,2/4/09,11/24/09,11/11/11,sbl,1/1/09,1,1,NA,NA,11/11/09,talek,NA,8,0.333333333,Q3,3,hi,twin,28,2009,2011,old,NA,NA,NA,NA,-0.017443972,-0.48620265,-1.066432297,-0.766732903,0.475679313,3,16,7,10,16,4.74375
117,ge,subadult,1,77.5568791,77.53301652,621,7/6/11,f,bado,40,66,82,35.13,NA,NA,6.1,1/31/10,7/8/10,7/14/12,adon,12/25/09,1,2,NA,NA,1/3/11,talek,NA,7,0.428571429,Q3,3,hi,twin,18.3,2009,2011,old,NA,NA,NA,NA,1.392973576,0.610038511,-0.233420309,-0.561704968,-0.292131291,23,16,18,15,16,4.74375
120,ger,adult,1,72.97223136,72.97608353,82,4/14/05,f,lactating,60.2,63,62,12,NA,NA,6.5,11/29/92,6/8/93,6/2/05,coch,11/7/92,1,1,humans,6/2/05,12/1/93,talek,tk,5,0.466666667,Q3,3,low,twin,149.2,1992,2005,old,13,-0.5,Q1 (lowest),1,-0.518711678,1.443187,-0.334171692,1.903048958,1.295702319,10,12,12,10,12,-1.25625
128,guci,adult,2,78.49241164,78.4766268,753,12/29/08,f,lactating,59.6,70.5,68,41.59,NA,NA,7.55,5/31/04,9/1/04,1/24/12,zc,2/5/04,0,NA,unk,NA,NA,talek,NA,5,0.466666667,Q3,3,med,single,58.8,2004,2010,old,14,0.037037037,Q2,2,-1.489733207,-0.665720114,-1.262802656,-1.12177589,0.409052443,10,12,12,12,12,3.74375
129,guci,cub,1,75.6006363,75.57585118,753,11/22/04,f,bado,31.6,70,67,41.2,NA,NA,6.8,5/31/04,9/1/04,1/24/12,zc,2/5/04,0,NA,unk,NA,NA,talek,NA,5,0.466666667,Q3,3,med,single,9.6,2004,2004,old,NA,NA,NA,NA,-1.489733207,-0.665720114,-1.262802656,-1.12177589,0.409052443,10,12,12,12,12,-2.25625
134,hem,subadult,1,68.47572888,68.4684426,247,11/30/98,f,bado,35,71,66,NA,NA,NA,NA,9/27/97,7/7/98,12/22/06,who,9/26/97,1,1,NA,NA,8/10/98,talek,tk,5,0.68,Q3,3,low,twin,14.1,1997,1998,old,NA,NA,NA,NA,-0.336686175,-0.330690278,-0.235763364,0.298837927,-0.001599703,12,10,12,12,12,-8.25625
145,hrpy,adult,1,78.07705718,78.08968154,842,5/24/12,f,bado,42.8,NA,NA,45.29,NA,NA,8,4/2/10,5/22/10,NA,pan,10/29/09,NA,NA,NA,NA,6/17/10,talek,NA,4,0.714285714,Q3,3,hi,NA,30.8,2009,2012,old,8,0.658536585,Q3,3,0.35295358,0.870025472,-0.194890064,-0.857078436,0.108590889,18,14,18,13,9,5.74375
148,ika,subadult,1,76.50396531,76.5309305,516,6/28/14,m,bado,39.4,66,68,37.85,NA,NA,NA,2/15/13,NA,3/5/15,hrpy,1/25/13,1,NA,NA,NA,10/23/13,talek,NA,8,0.65,Q3,3,hi,NA,17,2013,2014,old,NA,NA,NA,NA,NA,NA,NA,-0.061838909,0.545349236,NA,NA,NA,12,16,7.74375
154,jj,adult,1,77.53743835,77.55284703,106,8/28/01,f,pregnant,62,67,69,37.62,20075,5855000,7.9,10/23/92,3/29/93,1/24/03,dj,9/15/92,1,2,NA,NA,8/6/93,talek,tk,4,0.6,Q3,3,low,twin,107.4,1992,2001,old,4,0.2,Q2,2,0.116490032,-0.428272794,-1.022248966,2.998114647,-0.218137028,10,12,10,12,12,-5.25625
155,jlt,subadult,1,76.53164774,76.5359017,561,9/15/14,m,bado,42.8,72,93,43.68,NA,NA,NA,11/13/13,NA,NA,mgta,3/23/13,1,2,NA,NA,12/4/13,talek,tk,10,0.55,Q3,3,hi,twin,17.8,2013,2014,old,NA,NA,NA,NA,NA,NA,NA,NA,-0.100899364,NA,NA,NA,NA,20,7.74375
156,jone,cub,1,74.13833083,74.10014176,169,6/8/96,f,bado,25.9,NA,NA,NA,NA,NA,NA,9/6/95,4/19/96,5/25/97,jab,8/1/95,1,1,NA,NA,7/15/96,talek,tk,5,0.703703704,Q3,3,low,twin,10.2,1995,1996,old,NA,NA,NA,NA,-0.639983854,0.813118455,0.556970386,1.023979061,0.176682085,14,12,14,14,14,-10.25625
164,keng,subadult,1,74.29120809,74.29849437,576,5/5/15,f,bado,29,77,76,37.4,NA,NA,NA,6/3/14,NA,NA,aqua,3/17/14,1,2,NA,NA,NA,talek,NA,12,0.5,Q3,3,hi,twin,13.6,2014,2015,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74375
165,kier,cub,1,72.62004786,72.61276158,352,11/7/01,f,bado,21.6,NA,NA,26.61,29400,5625000,6.4,2/6/01,11/1/01,6/3/05,mali,12/25/00,1,2,speared,NA,4/7/02,talek,tk,8,0.416666667,Q3,3,med,twin,10.4,2000,2001,old,NA,NA,NA,NA,1.385087969,0.27313409,0.027439861,-0.516855108,-0.812653707,12,12,12,10,12,-5.25625
168,ksi,subadult,1,72.20820854,72.21008719,769,3/8/06,m,bado,33.4,75,66,38,NA,NA,7.5,6/29/05,10/17/05,5/25/08,art,1/3/05,0,NA,NA,NA,2/8/06,talek,tk,5,0.5,Q3,3,med,single,14.1,2005,2006,old,NA,NA,NA,NA,-1.678189811,-0.238210795,-1.214379511,-0.909125688,-0.776137058,11,12,12,12,12,-0.25625
169,ktn,cub,1,75.63719225,75.60001456,335,8/2/01,m,bado,20.1,69,69,30,15350,6030000,6.2,4/2/01,7/25/01,1/22/03,csn,12/15/00,0,NA,NA,NA,6/15/01,talek,tk,5,0.666666667,Q3,3,med,single,7.6,2000,2001,old,NA,NA,NA,NA,1.17827811,0.405396413,0.166148742,-0.40870729,1.400127124,12,12,10,12,12,-5.25625
172,lav,subadult,1,76.02853557,76.0328323,715,8/6/09,m,bado,39.8,69,69,28.91,NA,NA,6,5/11/08,10/15/08,11/22/10,mos,2/20/08,1,1,NA,NA,10/23/08,talek,NA,4,0.625,Q3,3,med,twin,17.5,2008,2009,old,NA,NA,NA,NA,0.200372574,-0.030083894,0.340237759,-0.687953697,0.180493641,17,13,16,14,17,2.74375
177,luo,cub,1,76.20578453,76.21337717,751,12/6/04,m,bado,25.4,75,75,40.6,NA,NA,7.2,5/31/04,9/1/04,3/20/08,art,2/7/04,1,1,NA,NA,10/7/04,talek,tk,3,0.733333333,Q3,3,med,twin,10,2004,2004,old,NA,NA,NA,NA,-1.489733207,-0.665720114,-1.262802656,-1.12177589,0.409052443,10,12,12,12,12,-2.25625
189,mgta,adult,1,78.16747376,78.13858248,807,4/11/12,f,lactating,64.8,35,37,44.65,7,NA,6.7,2/17/09,8/5/09,NA,mos,1/10/09,1,1,NA,NA,10/9/09,talek,NA,5,0.619047619,Q3,3,hi,twin,39,2009,2012,old,12,0.463414634,Q3,3,0.709673231,-0.770784945,-1.213442289,-0.724460621,0.311034068,6,13,5,9,18,5.74375
196,mono,cub,1,75.15571488,75.15354555,708,7/6/09,f,bado,30.6,62,70,32.89,NA,NA,6.8,7/28/08,4/18/09,3/15/13,adon,7/22/08,1,1,humans (snare?),NA,8/20/09,talek,tk,5,0.5,Q3,3,med,twin,11.5,2008,2009,old,NA,NA,NA,NA,-1.079630664,-1.059278632,0.814155174,-0.20560929,0.091118808,7,5,17,17,11,2.74375
197,mp,adult,3,74.49869659,74.4982169,145,8/18/02,f,lactating,54.93333333,NA,65.33333333,NA,NA,NA,NA,8/14/94,3/18/95,7/13/13,dj,7/23/94,1,1,NA,NA,8/30/95,talek,tk,7,0.5,Q3,3,low,twin,96.9,1994,2005,old,11,-0.25,Q1 (lowest),1,2.151597527,0.088279269,0.205512073,0.400468154,0.161764255,12,12,12,12,12,-1.25625
201,mt,subadult,1,75.94035186,75.9273359,833,6/24/11,f,bado,37.2,78,70,31.44,NA,NA,6.8,1/31/10,8/3/10,4/12/14,adon,12/25/09,1,1,poison (april 2014 incident),4/12/14,1/3/11,talek,NA,7,0.428571429,Q3,3,hi,twin,17.9,2009,2011,old,NA,NA,NA,NA,1.392973576,0.610038511,-0.233420309,-0.561704968,-0.292131291,23,16,18,15,16,4.74375
204,nav,adult,3,76.42381172,76.40802174,100,6/11/02,f,lactating,58.5,56.66666667,60,NA,NA,NA,NA,11/29/92,6/8/93,7/20/16,coch,11/7/92,1,2,NA,NA,11/29/93,talek,tk,5,0.466666667,Q3,3,low,twin,115.1,1992,2002,old,12,-0.466666667,Q1 (lowest),1,-0.518711678,1.443187,-0.334171692,1.903048958,1.295702319,10,12,12,10,12,-4.25625
208,nola,cub,1,77.25373921,77.24810891,380,6/2/01,f,bado,13.3,67,71,31.28,16100,8915000,6.2,10/11/00,5/25/01,3/27/02,mp,9/25/00,0,NA,NA,NA,8/15/01,talek,tk,9,0.333333333,Q3,3,med,single,8.2,2000,2001,old,NA,NA,NA,NA,-0.106076769,0.714182072,-0.487095109,-0.701998868,1.747355615,12,12,10,12,12,-5.25625
209,ntz,cub,1,77.48948608,77.50825374,350,10/30/01,m,bado,14.8,65,71,69.4,21725,7090000,6.9,3/27/01,11/1/01,12/27/02,mali,12/25/00,1,1,NA,NA,4/7/02,talek,tk,8,0.416666667,Q3,3,med,twin,10.2,2000,2001,old,NA,NA,NA,NA,1.385087969,0.27313409,0.027439861,-0.516855108,-0.812653707,12,12,12,10,12,-5.25625
214,odd,subadult,1,75.55196054,75.55339278,698,6/25/13,f,bado,39.2,74,72,38.07,NA,NA,NA,3/6/12,9/14/12,NA,mgta,1/3/12,1,1,NA,NA,4/13/13,talek,NA,12,0.463414634,Q3,3,hi,twin,17.7,2012,2013,old,NA,NA,NA,NA,-1.028514395,0.517871459,-0.012254254,0.026351088,0.106943521,15,18,17,18,14,6.74375
225,parc,cub,1,77.14083041,77.13757642,509,7/20/09,f,bado,32.8,72,76,38.22,NA,NA,6.6,8/8/08,5/4/09,NA,adon,7/22/08,1,2,NA,NA,7/18/09,talek,tk,5,0.5,Q3,3,med,twin,11.9,2008,2009,old,NA,NA,NA,NA,-1.079630664,-1.059278632,0.814155174,-0.20560929,0.091118808,7,5,17,17,11,2.74375
243,rinc,cub,1,77.4841734,77.48370374,170,6/8/96,m,bado,24.6,NA,NA,NA,NA,NA,NA,9/6/95,4/19/96,5/9/97,jab,8/1/95,1,2,NA,NA,7/15/96,talek,tk,5,0.703703704,Q3,3,low,twin,10.2,1995,1996,old,NA,NA,NA,NA,-0.639983854,0.813118455,0.556970386,1.023979061,0.176682085,14,12,14,14,14,-10.25625
245,robn,subadult,1,78.91125462,78.90638499,548,7/7/14,m,bado,35.8,71,71,43.79,NA,NA,NA,6/13/13,NA,9/11/15,aqua,4/14/13,1,2,NA,NA,11/25/13,talek,NA,12,0.45,Q3,3,hi,twin,14.8,2013,2014,old,NA,NA,NA,NA,NA,NA,NA,NA,0.035261908,NA,NA,NA,NA,13,7.74375
251,rump,cub,1,78.79819646,78.79209084,330,6/1/01,f,bado,23.6,58,58,35.64,13900,6865000,7,7/12/00,1/27/01,5/17/03,wr,6/25/00,0,NA,humans (spear),NA,8/25/01,talek,tk,7,0.5,Q3,3,med,single,11.2,2000,2001,old,NA,NA,NA,NA,-0.646736829,-0.231962182,-0.748892501,1.505144528,-0.286685826,10,12,12,12,12,-5.25625
252,saki,subadult,1,76.25651667,76.22673893,593,5/6/15,m,bado,40.6,57,89,36.6,NA,NA,NA,1/4/14,NA,5/7/15,ted,11/27/13,1,NA,NA,NA,NA,talek,NA,13,0.4,Q3,3,hi,NA,17.2,2013,2015,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74375
253,sam,adult,1,77.4411996,77.41492488,742,9/19/09,f,lactating,66,62,NA,43.01,NA,NA,7.6,9/19/06,6/7/07,4/30/12,art,8/7/06,1,1,NA,NA,8/24/07,talek,tk,6,0.375,Q3,3,med,twin,37.4,2006,2009,old,10,0.142857143,Q2,2,-0.789534113,-0.279087143,-0.929047429,0.021564157,-0.394100298,10,24,18,15,18,2.74375
258,shfx,subadult,1,77.82800192,77.84315116,650,6/6/12,f,bado,35,60,60,39.4,NA,NA,7.1,1/22/11,8/4/11,4/25/13,blue,12/18/10,1,1,NA,NA,4/30/12,talek,tk,8,0.481481481,Q3,3,hi,twin,17.6,2010,2012,old,NA,NA,NA,NA,-0.826956849,0.224754672,-0.331828636,0.542971406,0.859424454,15,11,9,18,15,5.74375
260,sie,cub,1,77.12681979,77.14746422,245,10/29/98,f,bado,27.2,71,64,NA,NA,NA,NA,12/20/97,7/15/98,2/2/99,gil,11/15/97,0,1,NA,NA,9/7/98,talek,tk,4,0.76,Q3,3,low,single,11.4,1997,1998,old,NA,NA,NA,NA,-0.195694375,-0.36526594,-0.24770179,-0.427486789,0.876081171,10,12,14,12,12,-8.25625
267,srn,subadult,1,73.28804605,73.29603033,725,9/22/09,m,bado,39.2,72,68,40.07,NA,NA,6.3,4/14/08,12/6/08,10/22/11,pan,3/1/08,1,2,NA,NA,1/23/09,talek,tk,3,0.75,Q3,3,med,twin,18.7,2008,2009,old,NA,NA,NA,NA,0.630888523,-0.030083894,0.203349252,-0.432181663,0.327434528,18,13,13,16,15,2.74375
274,sx,adult,1,75.18231853,75.15257638,29,10/29/99,f,lactating,55,51,56,NA,NA,NA,NA,11/21/89,4/24/90,7/7/00,coch,10/14/89,1,1,NA,NA,1/15/91,talek,tk,4,0.7,Q3,3,low,twin,120.5,1989,1999,old,13,-0.090909091,Q1 (lowest),1,-0.176654737,0.379360522,-0.973044803,-0.213179572,-0.131009584,12,12,12,12,12,-7.25625
275,tab,adult,1,77.27861081,77.26127604,437,6/25/09,m,ok,56.6,62,65,38.09,NA,NA,6.6,8/1/07,NA,11/4/10,adon,1/1/07,1,NA,NA,NA,5/20/08,talek,tk,6,0.411764706,Q3,3,med,NA,29.8,2007,2009,old,NA,NA,NA,NA,-0.176490602,0.127020674,-0.066775631,-0.959704085,-0.146128758,20,20,19,14,15,2.74375
279,tato,subadult,1,77.55212541,77.54553708,524,2/19/14,f,bado,34.8,60,62,25.15,NA,NA,NA,1/23/13,8/6/13,NA,loki,11/25/12,1,NA,NA,NA,11/2/13,talek,tk,6,0.756097561,Q3,3,hi,NA,14.8,2012,2014,old,NA,NA,NA,NA,NA,NA,-0.395872151,-0.004211625,0.214754581,NA,NA,6,18,21,7.74375
280,tdum,subadult,1,77.88375671,77.88751402,218,7/7/97,m,bado,32.5,60,58,NA,NA,NA,NA,5/20/96,12/19/96,12/7/99,bb,3/20/96,1,1,NA,NA,4/28/97,talek,tk,6,0.62962963,Q3,3,low,twin,15.6,1996,1997,old,NA,NA,NA,NA,4.680914931,0.269489065,4.455814602,0.344681997,-1.03303489,12,12,10,12,12,-9.25625
290,tpe,cub,2,77.25236949,77.23951185,919,10/15/09,f,bado,25,69,63.5,38.57,NA,NA,6.25,2/17/09,8/5/09,5/28/13,mos,1/10/09,1,2,NA,NA,10/29/09,talek,NA,5,0.619047619,Q3,3,hi,twin,9.2,2009,2009,old,NA,NA,NA,NA,0.709673231,-0.770784945,-1.213442289,-0.724460621,0.311034068,6,13,5,9,18,2.74375
291,twst,subadult,1,77.65458724,77.66468673,627,5/7/12,f,bsdo,34.3,57,67,33.58,NA,NA,NA,5/12/11,11/19/11,NA,adon,3/3/11,0,NA,NA,NA,5/30/12,talek,NA,11,0.393939394,Q3,3,hi,single,14.2,2011,2012,old,NA,NA,NA,NA,0.989249522,-0.443243431,-0.51339246,-0.346661301,0.533977823,9,16,17,9,18,5.74375
294,umbr,subadult,1,76.35363586,76.35535455,564,1/31/15,f,bado,51.6,72,79,43.4,NA,NA,NA,10/11/13,NA,NA,mgta,3/23/13,1,1,NA,NA,12/4/13,talek,tk,10,0.55,Q3,3,hi,twin,22.3,2013,2015,old,NA,NA,NA,NA,NA,NA,NA,NA,-0.100899364,NA,NA,NA,NA,20,8.74375
