,id,age.cat,age.reps,methylation,meth_adjust,kay.code,darting.date,sex,reproductive.status,mass,glucose.green,glucose.red,pcv,wbc,rbc,total.solids,first.seen,den.grad,disappeared,mom,birthdate,number.littermates,litrank,mortality.source,death.date,weaned,clan,park,mom.absrank,mom.strank,mom.strank.quart,mom.strank.quart.order,hum.pres,lit.size,age.mon,rank_year,samp_year,dna_extrct_mth,absrank,strank,strank.quart,strank.quart.order,prim.prey.3.6,prim.prey.6.9,prim.prey.birth.3,prim.prey.gest,prim.prey.peri.concpt,num.transects.3.6,num.transects.6.9,num.transects.birth.3,num.transects.gest,num.transects.peri.concpt,samp_year_cnt
311,yet,subadult,1,76.26205727,76.24438316,243,10/20/98,m,bado,37,60,71,NA,NA,NA,NA,7/15/97,3/18/98,3/13/01,kip,7/9/97,1,1,NA,NA,7/18/98,talek,tk,6,0.6,Q3,3,low,twin,15.4,1997,1998,old,NA,NA,NA,NA,-0.5730403,-0.425148488,0.737385653,0.082873696,-0.015053205,12,12,12,12,12,-8.25625
317,zing,cub,1,71.6091276,71.6032246,177,7/27/96,f,bado,21.1,NA,NA,NA,NA,NA,NA,12/29/95,6/29/96,7/24/97,dj,11/9/95,1,2,NA,NA,NA,talek,tk,7,0.555555556,Q3,3,low,twin,8.6,1995,1996,old,NA,NA,NA,NA,1.669533593,3.859838337,-0.419302705,-0.319780842,1.399486481,10,12,12,12,12,-10.25625
1,acon,subadult,1,75.57616611,75.54688021,607,5/5/11,m,bado,33.8,46,50,38.63,NA,NA,6.6,1/30/10,8/3/10,8/30/13,hel,12/18/09,1,1,NA,NA,8/20/10,talek,tk,3,0.80952381,Q4,4,hi,twin,16.5,2009,2011,old,NA,NA,NA,NA,1.450906028,0.609517793,-0.233420309,-0.561704968,-0.292131291,20,15,18,15,16,4.74375
3,adon,adult,1,72.98216539,72.98921034,355,12/30/03,f,preg,63.5,83,82,64.2,NA,NA,7.5,5/22/01,10/8/01,NA,mrph,3/20/01,1,2,NA,NA,12/6/01,talek,tk,1,1,Q4,4,med,twin,33.3,2001,2003,old,2,0.846153846,Q4,4,0.689977054,-0.212435264,1.446550426,-0.15297471,-0.597910183,12,8,12,12,10,-3.25625
4,adon,cub,1,77.81591859,77.76289627,355,2/8/02,f,bado,32.4,63,66,34.4,17050,6395000,6.8,5/22/01,10/8/01,NA,mrph,3/20/01,1,2,NA,NA,12/6/01,talek,tk,1,1,Q4,4,med,twin,10.7,2001,2002,old,NA,NA,NA,NA,0.689977054,-0.212435264,1.446550426,-0.15297471,-0.597910183,12,8,12,12,10,-4.25625
5,alde,subadult,1,76.06680775,76.02176537,630,4/30/12,m,bado,39.4,50,51,38.28,NA,NA,6.8,12/13/10,6/8/11,3/21/13,loki,11/1/10,1,1,NA,NA,8/10/11,talek,NA,3,0.851851852,Q4,4,hi,twin,17.9,2010,2012,old,NA,NA,NA,NA,-0.63787355,-0.403799058,-0.388686781,1.182210801,1.062319852,9,14,15,18,17,5.74375
12,amaz,adult,1,77.69601207,77.64533939,813,6/16/12,f,lactating,52.4,59,58,35.81,NA,NA,8.2,6/3/09,11/19/09,NA,hel,2/15/09,1,1,NA,NA,9/29/09,talek,NA,3,0.80952381,Q4,4,hi,twin,40,2009,2012,old,2,0.951219512,Q4,4,-0.029977903,-0.833614412,-1.364335058,-0.883718131,0.407931318,11,14,2,8,16,5.74375
17,art,adult,2,69.18655409,69.17336368,323,7/30/06,f,preg,54.9,61,64.5,39.75,NA,NA,6.8,5/30/00,9/30/00,1/3/14,mrph,3/24/00,1,1,humans (spear),1/3/14,12/14/00,talek,tk,1,1,Q4,4,med,twin,76.2,2000,2004,old,3,0.733333333,Q3,3,-0.921826769,-0.575011072,2.372057316,-0.248529216,-1.185507918,12,10,12,12,12,-2.25625
18,art,subadult,1,70.8572456,70.87910445,323,5/13/01,f,bado,28.34,66,71,37.67,25350,8035000,6.9,5/30/00,9/30/00,1/3/14,mrph,3/24/00,1,1,humans (spear),1/3/14,12/14/00,talek,tk,1,1,Q4,4,med,twin,13.6,2000,2001,old,NA,NA,NA,NA,-0.921826769,-0.575011072,2.372057316,-0.248529216,-1.185507918,12,10,12,12,12,-5.25625
19,atac,adult,1,74.281726,74.28783162,632,6/13/12,f,pregnant,49.8,71,74,39.895,NA,NA,7.2,6/3/09,10/18/09,NA,hel,2/15/09,1,2,NA,NA,7/15/09,talek,NA,3,0.80952381,Q4,4,hi,twin,39.9,2009,2012,old,3,0.902439024,Q4,4,-0.029977903,-0.833614412,-1.364335058,-0.883718131,0.407931318,11,14,2,8,16,5.74375
21,ath,adult,1,76.68190119,76.6414534,286,7/14/03,f,pregnant,54.7,70,74,35.5,NA,NA,7.2,1/17/99,7/19/99,3/31/04,mrph,11/20/98,1,1,snake bite,3/31/04,12/17/99,talek,tk,2,0.916666667,Q4,4,low,twin,55.7,1998,2003,old,4,0.538461538,Q3,3,-0.423677624,0.601186308,-0.455229555,2.831308515,1.541068578,12,12,12,12,12,-3.25625
22,ath,subadult,1,78.03475892,78.00253826,286,11/26/99,f,bado,27,NA,NA,55.05,NA,NA,NA,1/17/99,7/19/99,3/31/04,mrph,11/20/98,1,1,snake bite,3/31/04,12/17/99,talek,tk,2,0.916666667,Q4,4,low,twin,12.2,1998,1999,old,NA,NA,NA,NA,-0.423677624,0.601186308,-0.455229555,2.831308515,1.541068578,12,12,12,12,12,-7.25625
25,bacc,subadult,1,71.87385294,71.88511354,329,5/25/01,m,bado,26.14,58,57,36.42,9175,6215000,7.6,5/30/00,9/30/00,10/6/03,mrph,3/24/00,1,2,NA,NA,12/13/00,talek,tk,1,1,Q4,4,med,twin,14,2000,2001,old,NA,NA,NA,NA,-0.921826769,-0.575011072,2.372057316,-0.248529216,-1.185507918,12,10,12,12,12,-5.25625
31,baj,cub,1,68.90524824,68.88753924,84,7/14/93,m,bado,14.4,NA,NA,NA,NA,NA,NA,1/11/93,1/1/94,11/18/96,bb,1/1/93,1,2,NA,NA,9/14/93,talek,tk,3,0.777777778,Q4,4,low,twin,6.4,1993,1993,old,NA,NA,NA,NA,-0.16797904,1.228428099,0.069614859,-0.80631188,3.178552018,14,14,12,14,12,-13.25625
38,bgl,cub,1,77.46657603,77.41965688,761,6/12/05,m,bado,22.8,63,61,37.6,NA,NA,7,10/8/04,4/13/05,5/13/07,adon,7/21/04,1,2,NA,NA,9/6/05,talek,tk,2,0.866666667,Q4,4,med,twin,10.7,2004,2005,old,NA,NA,NA,NA,-1.166387634,-1.073442156,-0.879322586,-1.088193728,-1.151553841,12,12,12,10,12,-1.25625
42,bncl,adult,1,75.8395757,75.8395757,698,7/12/15,m,active,48.4,NA,NA,30.78,NA,NA,NA,12/1/12,7/29/13,6/16/17,amaz,11/3/12,1,NA,NA,NA,9/23/13,talek,tk,2,0.951219512,Q4,4,hi,NA,32.2,2012,2015,old,NA,NA,NA,NA,NA,NA,0.156307909,0.468820004,-0.513153117,NA,NA,12,16,16,8.74375
43,bncl,subadult,1,77.11912413,77.11597319,702,2/15/14,m,bado,32.6,70,70,34.99,NA,NA,NA,12/1/12,7/29/13,6/16/17,amaz,11/3/12,1,NA,NA,NA,9/23/13,talek,tk,2,0.951219512,Q4,4,hi,NA,15.4,2012,2014,old,NA,NA,NA,NA,NA,NA,0.156307909,0.468820004,-0.513153117,NA,NA,12,16,16,7.74375
53,buar,adult,1,77.60340637,77.61098099,845,5/26/12,f,pregnant?,57.8,56,54,30,NA,NA,6.8,1/30/10,8/3/10,NA,hel,12/18/09,1,2,NA,NA,6/27/10,talek,NA,3,0.80952381,Q4,4,hi,twin,29.2,2009,2012,old,NA,NA,NA,NA,1.450906028,0.609517793,-0.233420309,-0.561704968,-0.292131291,20,15,18,15,16,5.74375
56,byte,subadult,1,70.87341993,70.85713597,513,9/17/14,f,bado,48,96,95,49.7,NA,NA,NA,2/7/13,8/8/13,NA,buar,1/12/13,1,NA,NA,NA,10/31/13,talek,tk,2,0.95,Q4,4,hi,NA,20.1,2013,2014,old,NA,NA,NA,NA,NA,NA,NA,0.029041967,0.597615025,NA,NA,NA,13,18,7.74375
66,chle,subadult,1,78.76638918,78.761806,680,2/2/14,m,bado,38.8,68,50,38,NA,NA,NA,11/4/12,6/7/13,3/26/16,hel,10/4/12,1,1,NA,NA,8/28/13,talek,NA,1,1,Q4,4,hi,twin,16,2012,2014,old,NA,NA,NA,NA,NA,NA,0.082423561,0.642392279,-0.895937294,NA,NA,15,18,15,7.74375
69,chw,adult,1,77.05309457,77.05732154,304,8/13/01,f,bado,55,52,52,41,13850,6310000,7.8,4/16/99,9/24/99,7/25/13,sein,3/19/99,0,NA,NA,NA,2/28/00,talek,tk,3,0.818181818,Q4,4,low,single,28.8,1999,2001,old,NA,NA,NA,NA,0.799126702,-1.052613444,0.280489846,-0.779878552,0.592916977,12,12,12,12,12,-5.25625
70,chw,subadult,1,75.55955293,75.56450995,304,6/17/00,f,bado,35.6,62,60,41.4,17700,6750000,8,4/16/99,9/24/99,7/25/13,sein,3/19/99,0,NA,NA,NA,2/28/00,talek,tk,3,0.818181818,Q4,4,low,single,15,1999,2000,old,NA,NA,NA,NA,0.799126702,-1.052613444,0.280489846,-0.779878552,0.592916977,12,12,12,12,12,-6.25625
74,cnet,subadult,1,68.43585852,68.45771737,713,7/7/03,m,bado,53.2,NA,NA,NA,NA,NA,NA,9/14/01,8/3/02,7/20/06,hem,8/12/01,0,NA,NA,NA,NA,talek,tk,2,0.8,Q4,4,med,single,22.8,2001,2003,old,NA,NA,NA,NA,-0.481535144,-0.088764785,-0.160004572,1.256592344,0.49233603,8,12,12,12,12,-3.25625
82,csn,adult,2,75.07052,75.03712213,249,1/10/03,f,lactating,62.4,68.5,87.5,42.05,NA,NA,7.3,7/15/98,7/15/98,5/3/05,bsh,2/15/98,0,NA,lions,5/3/05,12/14/98,talek,tk,1,1,Q4,4,low,single,58.8,1998,2004,old,6,0.333333333,Q3,3,-0.316169324,4.122800829,-0.057847356,-0.347555563,-0.49425415,12,12,10,14,12,-2.25625
83,csn,cub,1,77.45718877,77.42444532,249,1/29/99,f,bado,36,64,66,NA,NA,NA,NA,7/15/98,7/15/98,5/3/05,bsh,2/15/98,0,NA,lions,5/3/05,12/14/98,talek,tk,1,1,Q4,4,low,single,11.4,1998,1999,old,NA,NA,NA,NA,-0.316169324,4.122800829,-0.057847356,-0.347555563,-0.49425415,12,12,10,14,12,-7.25625
88,darw,adult,1,76.92464124,76.91921793,208,4/27/99,m,NA,50,64,65,NA,NA,NA,NA,8/20/96,1/2/97,3/25/02,jb,7/1/96,0,NA,NA,NA,6/1/97,talek,tk,2,0.925925926,Q4,4,low,single,33.8,1996,1999,old,NA,NA,NA,NA,0.565703556,-0.123504102,4.089628512,2.615344284,0.506704737,14,14,14,12,14,-7.25625
89,darw,cub,1,66.26418377,66.18335849,208,6/11/97,m,bado,29.6,NA,58,NA,NA,NA,NA,8/20/96,1/2/97,3/25/02,jb,7/1/96,0,NA,NA,NA,6/1/97,talek,tk,2,0.925925926,Q4,4,low,single,11.3,1996,1997,old,NA,NA,NA,NA,0.565703556,-0.123504102,4.089628512,2.615344284,0.506704737,14,14,14,12,14,-9.25625
92,decm,subadult,1,74.78748161,74.78862741,520,7/12/14,f,bado,48.8,62,70,13.91,NA,NA,NA,2/7/13,NA,NA,buar,1/12/13,1,NA,NA,NA,10/31/13,talek,tk,2,0.95,Q4,4,hi,NA,17.9,2013,2014,old,NA,NA,NA,NA,NA,NA,NA,0.029041967,0.597615025,NA,NA,NA,13,18,7.74375
95,dion,subadult,1,72.0611318,72.03943854,844,6/19/11,f,bado pregnant?,53.8,48,39,36.71,NA,NA,7.5,11/14/09,3/26/10,3/20/12,mrph,8/4/09,0,NA,NA,NA,7/30/10,talek,NA,1,1,Q4,4,hi,single,22.5,2009,2011,old,2,0.939393939,Q4,4,-0.339695314,0.059292644,-0.937898971,-0.101757896,-1.277119863,18,18,11,11,4,4.74375
97,dna,cub,1,70.00923263,69.97388441,216,11/7/97,m,bado,28.12,66,58,NA,NA,NA,NA,1/25/97,6/14/97,12/9/99,gil,12/23/96,1,1,NA,NA,7/24/97,talek,tk,3,0.851851852,Q4,4,low,twin,10.5,1996,1997,old,NA,NA,NA,NA,0.117146571,0.193984984,0.291424105,0.378926964,3.561015874,12,12,12,12,12,-9.25625
108,endr,adult,1,74.59664545,74.62746281,648,2/2/14,m,bado,46.6,73,74,35.5,NA,NA,NA,12/13/10,7/6/11,3/27/14,loki,11/1/10,1,2,poison (april 2014 incident),4/3/14,8/11/11,talek,NA,3,0.851851852,Q4,4,hi,twin,39.1,2010,2014,old,NA,NA,NA,NA,-0.63787355,-0.403799058,-0.388686781,1.182210801,1.062319852,9,14,15,18,17,7.74375
115,gala,subadult,1,76.4358169,76.42980147,658,9/4/13,f,bado,49.8,69,68,40.36,NA,NA,NA,1/8/12,9/15/12,4/10/14,hel,1/6/12,0,NA,humans (poison - april 2014),4/12/14,7/17/12,talek,NA,1,1,Q4,4,hi,single,19.9,2012,2013,old,NA,NA,NA,NA,-0.873648375,0.580357596,-0.044413839,-0.041344255,0.106943521,17,16,15,19,14,6.74375
125,goof,subadult,1,75.84885581,75.8511474,519,9/19/14,f,bado,49,94,91,56.78,NA,NA,NA,12/28/12,8/26/13,5/9/17,juno,11/12/12,NA,NA,NA,NA,10/24/13,talek,tk,4,0.853658537,Q4,4,hi,NA,22.2,2012,2014,old,NA,NA,NA,NA,NA,NA,0.163857754,0.286134149,-0.267702563,NA,NA,9,16,19,7.74375
131,gura,subadult,1,75.89965287,75.90543113,767,7/27/05,m,bado,38,60,57,40.4,NA,NA,7.7,9/8/03,6/9/04,9/4/06,chw,7/26/03,NA,NA,NA,NA,NA,talek,NA,1,1,Q4,4,med,NA,24,2003,2005,old,NA,NA,NA,NA,-0.525441206,-1.0250154,-0.144384203,-1.074827144,-1.212158666,12,12,12,12,10,-1.25625
133,hel,adult,2,75.87165784,75.9165131,604,1/22/11,f,lactating,56.4,60,61,45.705,NA,NA,6.4,6/8/06,11/11/06,NA,mrph,2/1/06,NA,NA,NA,NA,12/30/06,talek,NA,1,1,Q4,4,med,NA,59.6,2006,2012,old,1,1,Q4,4,-0.671357051,-0.387284864,-0.238627099,-1.068309553,-0.515651625,15,21,18,20,15,5.74375
135,her,cub,1,72.31944135,72.3413002,258,8/11/99,m,bado,20.2,70,71,NA,NA,NA,NA,1/17/99,7/19/99,1/10/03,mrph,11/20/98,1,2,NA,NA,12/9/99,talek,tk,2,0.916666667,Q4,4,low,twin,8.7,1998,1999,old,NA,NA,NA,NA,-0.423677624,0.601186308,-0.455229555,2.831308515,1.541068578,12,12,12,12,12,-7.25625
138,hndy,adult,2,73.15508672,73.06055723,1095,6/29/12,f,lactating,56.2,81,82,38.37,NA,NA,NA,6/27/08,NA,3/27/14,shrm,1/1/08,NA,NA,NA,NA,NA,serena.n,tr,3,0.777777778,Q4,4,low,NA,53.9,2008,2012,old,20,-1,Q2,2,NA,-0.062628632,NA,NA,NA,NA,4,NA,NA,NA,5.74375
143,hrm,subadult,1,76.45101396,76.44068137,776,6/10/05,m,bado,32.4,66,67,29.2,NA,NA,6.8,7/1/04,3/1/05,5/24/08,mrph,5/20/04,1,2,NA,NA,3/15/05,talek,NA,1,1,Q4,4,med,twin,12.7,2004,2005,old,NA,NA,NA,NA,-0.786415552,-1.045323395,-1.275298952,-1.14607877,-1.20536785,12,12,10,12,12,-1.25625
146,hucn,adult,1,75.16147831,75.05699835,1096,7/2/14,m,bado,NA,69,67,39.3,NA,NA,NA,1/27/12,7/15/12,9/24/14,rbc,9/12/11,1,1,NA,NA,8/24/12,serena.n,tr,1,1,Q4,4,low,twin,33.6,2011,2014,old,NA,NA,NA,NA,-0.58851077,-0.840794496,1.083784324,-0.09068743,-0.420349417,6,2,6,6,6,7.74375
159,juno,adult,1,77.89066999,77.90800476,781,5/28/12,f,lactating,48.6,55,56,33.9,NA,NA,7.1,5/20/08,1/28/09,NA,mrph,4/20/08,1,1,NA,NA,2/24/09,talek,NA,1,1,Q4,4,med,twin,49.2,2008,2012,old,4,0.853658537,Q4,4,0.720583368,-0.849682276,-0.046986605,0.077199676,-1.001153481,17,7,17,11,17,5.74375
160,juno,subadult,1,70.72102091,70.7383705,781,7/18/09,f,bado,46,74,72,39.78,NA,NA,7.3,5/20/08,1/28/09,NA,mrph,4/20/08,1,1,NA,NA,2/24/09,talek,NA,1,1,Q4,4,med,twin,14.9,2008,2009,old,2,0.904761905,Q4,4,0.720583368,-0.849682276,-0.046986605,0.077199676,-1.001153481,17,7,17,11,17,2.74375
166,kik,subadult,1,73.9462749,73.95114453,747,1/27/04,m,bado,33.4,67,69,38.5,NA,NA,8.1,2/21/03,10/1/03,9/19/06,art,11/24/02,NA,NA,NA,NA,9/18/03,talek,tk,2,0.866666667,Q4,4,med,NA,14.1,2002,2004,old,NA,NA,NA,NA,-1.392072996,-0.988044436,-0.685890344,-0.682114693,-0.467987788,12,12,9,12,12,-2.25625
175,loki,subadult,1,75.21749914,75.22478542,917,9/18/09,f,bado,41.4,63,61,33.55,NA,NA,6.1,5/20/08,1/28/09,4/10/14,mrph,4/20/08,1,2,humans (poison - april 2014),4/12/14,2/24/09,talek,NA,1,1,Q4,4,med,twin,17,2008,2009,old,NA,NA,NA,NA,0.720583368,-0.849682276,-0.046986605,0.077199676,-1.001153481,17,7,17,11,17,2.74375
186,meko,cub,1,76.19711172,76.13330229,577,1/17/15,m,bado,30.8,63,72,37.55,NA,NA,NA,3/18/14,NA,NA,juno,1/21/14,1,2,NA,NA,NA,talek,NA,5,0.8,Q4,4,hi,twin,11.9,2014,2015,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74375
198,mrph,adult,3,73.42073028,73.41443947,197,2/4/01,f,lactating,57.93333333,65.33333333,61,NA,NA,NA,NA,7/22/96,12/29/96,4/12/11,bsh,6/25/96,1,1,lions,4/11/11,6/1/97,talek,tk,1,1,Q4,4,low,twin,55.4,1996,2003,old,1,1,Q4,4,0.684232336,-0.055959563,4.583120613,2.978782811,0.401364728,12,12,12,10,12,-3.25625
217,oly,subadult,1,74.95706557,74.95330826,202,6/12/97,m,bado,37,61,64,NA,NA,NA,NA,12/28/95,6/24/96,6/20/99,gil,11/7/95,1,1,NA,NA,12/15/96,talek,tk,2,0.925925926,Q4,4,low,twin,19.2,1995,1997,old,NA,NA,NA,NA,1.669533593,3.859838337,-0.419302705,-0.319780842,1.399486481,10,12,12,12,12,-9.25625
223,pan,adult,1,75.37721,75.40943066,755,9/15/06,f,bado?,62.8,68,82,34,NA,NA,7.5,7/1/04,3/1/05,3/26/13,mrph,5/20/04,1,1,NA,5/21/13,3/14/05,talek,NA,1,1,Q4,4,med,twin,27.9,2004,2006,old,2,0.875,Q4,4,-0.786415552,-1.045323395,-1.275298952,-1.14607877,-1.20536785,12,12,10,12,12,-0.25625
224,pant,adult,1,78.38379252,78.38407897,653,5/23/13,m,bado,47,62,NA,37.05,NA,NA,NA,1/29/11,6/13/11,1/5/14,hel,12/21/10,1,2,NA,NA,9/20/11,talek,NA,4,0.777777778,Q4,4,hi,twin,29,2010,2013,old,NA,NA,NA,NA,-0.826956849,0.224754672,-0.331828636,0.542971406,0.859424454,15,11,9,18,15,6.74375
231,pica,subadult,1,78.84143492,78.83645968,596,7/17/15,m,bado,43.8,63,63,37.82,NA,NA,NA,2/21/14,NA,NA,buar,1/17/14,NA,NA,NA,NA,6/29/14,talek,NA,2,0.95,Q4,4,hi,NA,17.9,2014,2015,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74375
244,rion,subadult,1,78.15698853,78.16975042,557,5/17/15,m,bado,35.6,55,58,38.16,NA,NA,NA,5/20/14,NA,NA,hel,4/29/14,1,1,NA,NA,NA,talek,NA,1,1,Q4,4,hi,twin,12.6,2014,2015,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74375
254,sbl,adult,1,79.53435527,79.52355301,759,2/25/09,f,lactating,52.2,59,NA,35.2,NA,NA,7.2,10/5/04,4/11/05,4/8/13,adon,7/21/04,1,1,NA,NA,9/7/05,talek,tl,2,0.866666667,Q4,4,med,twin,55.2,2004,2009,old,8,0.333333333,Q3,3,-1.166387634,-1.073442156,-0.879322586,-1.088193728,-1.151553841,12,12,12,10,12,2.74375
256,sein,adult,1,75.92352176,75.90017185,181,7/16/97,f,"bado, but her nipples are surprisingly large",55,52,55,NA,NA,NA,NA,5/6/95,12/3/95,2/25/02,bsh,3/22/95,1,2,humans (masai?),NA,4/1/96,talek,tk,1,1,Q4,4,low,twin,27.8,1995,1997,old,2,0.92,Q4,4,1.745363875,-0.928682606,0.539006961,0.911380977,0.708232712,12,12,12,12,12,-9.25625
265,spng,subadult,1,76.98106544,76.97533646,682,5/17/14,m,bado,32.8,59,62,38.99,NA,NA,NA,12/1/12,8/8/13,1/1/15,amaz,11/3/12,1,NA,NA,NA,9/22/13,talek,tk,2,0.951219512,Q4,4,hi,NA,18.4,2012,2014,old,NA,NA,NA,NA,NA,NA,0.156307909,0.468820004,-0.513153117,NA,NA,12,16,16,7.74375
282,thor,cub,1,72.71536665,72.67244382,710,12/15/02,f,bado,21.3,82,81,30.37,NA,NA,5.9,4/26/02,11/10/02,1/20/03,mrph,3/8/02,1,NA,NA,NA,NA,talek,tk,1,1,Q4,4,med,NA,9.3,2002,2002,old,NA,NA,NA,NA,-0.465532,-0.673530881,0.007914399,-0.344636061,-0.199878703,12,12,12,12,8,-4.25625
283,tia,adult,1,74.43779589,74.43544757,748,9/16/05,f,bado,53.2,NA,60,44,NA,NA,NA,3/17/03,10/27/03,12/9/06,mrph,2/18/03,1,1,lions,12/9/06,2/12/04,talek,NA,1,1,Q4,4,med,twin,30.9,2003,2005,old,2,0.875,Q4,4,-1.297695481,0.19242283,-1.196416086,-0.657443587,-0.78959056,12,12,12,9,12,-1.25625
284,tia,cub,1,73.73827944,73.71918491,748,12/30/03,f,bado,26.4,NA,NA,NA,NA,NA,7.2,3/17/03,10/27/03,12/9/06,mrph,2/18/03,1,1,lions,12/9/06,2/12/04,talek,NA,1,1,Q4,4,med,twin,10.3,2003,2003,old,NA,NA,NA,NA,-1.297695481,0.19242283,-1.196416086,-0.657443587,-0.78959056,12,12,12,9,12,-3.25625
286,tica,subadult,1,80.86904353,80.86188231,678,2/16/14,m,bado,45.6,53,54,38.75,NA,NA,NA,11/4/12,7/29/13,1/25/16,hel,10/4/12,1,2,NA,NA,8/28/13,talek,NA,1,1,Q4,4,hi,twin,16.4,2012,2014,old,NA,NA,NA,NA,NA,NA,0.082423561,0.642392279,-0.895937294,NA,NA,15,18,15,7.74375
288,tira,subadult,1,78.37648547,78.30842207,568,5/8/15,m,bado,36.2,69,65,33.3,NA,NA,NA,5/20/14,NA,NA,hel,4/29/14,1,2,NA,NA,NA,talek,NA,1,1,Q4,4,hi,twin,12.3,2014,2015,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74375
307,xena,adult,1,76.85748701,76.82345531,688,10/31/14,m,bado,53.4,78,75,44.93,NA,NA,NA,1/17/12,8/17/12,11/3/14,loki,11/25/11,0,NA,NA,NA,3/22/13,talek,NA,4,0.818181818,Q4,4,hi,single,35.2,2011,2014,old,NA,NA,NA,NA,-0.489331548,0.085526903,0.132765781,-0.387506002,0.383950887,12,21,21,13,11,7.74375
308,xena,subadult,1,77.93361878,77.9655238,688,5/5/13,m,bado,36.2,NA,NA,37.72,NA,NA,NA,1/17/12,8/17/12,11/3/14,loki,11/25/11,0,NA,NA,NA,3/22/13,talek,NA,4,0.818181818,Q4,4,hi,single,17.3,2011,2013,old,NA,NA,NA,NA,-0.489331548,0.085526903,0.132765781,-0.387506002,0.383950887,12,21,21,13,11,6.74375
312,yoda,cub,1,76.96192014,76.96567367,353,3/10/02,f,bado,23.4,51,75,37.4,16200,9265000,7,7/25/01,1/19/02,1/15/03,sein,6/1/01,1,1,NA,NA,NA,talek,tk,3,0.764705882,Q4,4,med,twin,9.3,2001,2002,old,NA,NA,NA,NA,-0.124788137,-0.41265126,1.066417578,0.679793465,-0.118196724,10,12,14,14,12,-4.25625
314,zc,adult,1,77.59687189,77.54978015,351,1/1/04,f,preg,49.9,67,85,34.9,NA,NA,6.6,5/20/01,10/9/01,5/16/05,ath,3/13/01,0,NA,humans,5/16/05,1/27/02,talek,tk,2,0.882352941,Q4,4,med,single,33.6,2001,2004,old,5,0.466666667,Q3,3,0.898428261,-0.251489099,1.249733771,-0.054879448,-0.472472288,12,8,12,10,12,-2.25625
315,zc,cub,1,77.29777249,77.26134107,351,10/24/01,f,bado,18.6,67,62,39.4,23350,9285000,6.8,5/20/01,10/9/01,5/16/05,ath,3/13/01,0,NA,humans,5/16/05,1/27/02,talek,tk,2,0.882352941,Q4,4,med,single,7.4,2001,2001,old,NA,NA,NA,NA,0.898428261,-0.251489099,1.249733771,-0.054879448,-0.472472288,12,8,12,10,12,-5.25625